entrezID	val
NM_015849	51032	-5.22195359726098
NM_007272	11330	-1.72710862561002
NM_024329	79180	4.89173139633353
NM_032341	84301	0.0862847900732469
NM_006511	6248	1.14058829461044
NM_024758	79814	1.35600621432171
NM_001013641	388595	-4.79505414980856
NM_207348	284723	0.732983536478733
NM_015164	23207	4.63010821801919
NM_001089591	440567	3.52257140405554
NM_178840	149563	-1.13663083620254
NM_014424	27129	-0.592829448329096
NM_182623	348487	1.45777043732344
NM_004431	1969	3.06681300962943
NM_030907	79363	0.263639800190192
NR_024279	729614	0.992689724912956
NM_015001	23013	3.47402747269766
NR_039973	100616427	12.239552979543
NM_153213	128272	4.19443475388391
NM_018994	54455	1.79107008540121
NM_198546	374955	-4.93086425738018
NR_037446	100500876	0.959466369392821
NR_023386	114819	1.7022383652942
NR_026567	284729	-0.296097352202678
NR_026752	84809	3.5057963597299
NM_001282321	729574	0.400080873141383
NR_027504	11209	2.260033097513
NM_001271733	11223	0.54650683297935
NM_003000	6390	4.33809791336221
NM_014675	9696	3.28610154440737
NM_013358	29943	-5.67062021474105
NM_012387	23569	-5.61442126641024
NM_016233	51702	-1.99215115419511
NM_017940	55672	3.26295589117761
NM_007365	11240	4.67193005309752
NM_030812	81569	1.84553192248118
NM_152375	127707	-2.58068596096971
NM_032880	84966	0.0731718385312971
NR_031622	100302276	-0.0676327209064824
NM_001136265	126917	2.99367877953214
NM_012067	22977	0.955081243006133
NM_016183	51154	4.15625255933125
NR_037847	100506730	0.997300727505724
NM_003689	8574	3.07707301239316
NM_020765	23352	3.012942826597
NM_000871	3362	-1.47103655457548
NM_019062	54546	-2.36802343134029
NM_181719	255104	3.10953697632116
NM_015207	23252	0.955653842306918
NM_022819	64600	-3.79008364879132
NM_000929	5322	-0.643211755835814
NM_001039500	127731	-4.15102073136243
NR_110078	101928017	-1.86637936677253
NM_152376	127733	-2.17536477054045
NM_018584	55450	2.6313774537936
NM_207334	163933	-1.39542753334353
NR_033887	339505	-3.94728363364157
NM_024544	79594	2.41410030525953
NM_001785	978	1.59516319520948
NM_032409	65018	2.23630812978602
NR_106732	102464833	-2.56400985489553
NR_046507	100861548	1.93661152128384
NM_005216	1650	6.02941938383547
NR_077246	644068	1.49867990663274
NM_016287	50809	4.78712071607019
NR_031657	100302155	-1.54342306962956
NR_038404	100506801	-0.701186866933351
NR_110692	101928043	-4.11289153336937
NM_030761	54361	0.416085094274836
NM_015991	712	5.12172600703035
NM_000491	713	5.00392318987392
NM_001242521	729059	-3.1624726213047
NR_036214	100422914	1.75639014572699
NR_036057	100422866	0.619682118312268
NR_039614	100616177	1.09663211559171
NR_110616	100996511	1.12312809112134
NM_000864	3352	-1.20171634556996
NM_003196	6920	3.42298603391529
NM_002167	3399	3.78390395412108
NM_004091	1870	1.5270371620094
NR_110799	101928163	0.110119956813136
NR_027042	259283	-0.829362662943672
NM_020362	57095	3.85028329518538
NM_003198	6924	3.00790643253799
NR_038280	100506963	2.09186946801213
NM_007260	11313	5.12525154638744
NM_000147	2517	2.30600555169517
NM_001841	1269	-0.291444546311509
NM_017761	55629	4.00389325159299
NM_152372	127294	-0.698596888556261
NM_021258	58985	-0.321410229535255
NR_027087	284632	-4.70499501382797
NM_020448	57185	2.42828055911328
NR_109781	100506985	1.04249526545399
NM_001010980	400746	1.61971051483668
NM_013943	25932	4.46639998165674
NM_020317	57035	4.16843391545121
NR_106789	102465437	4.01099156052095
NM_014313	23585	4.38926202669528
NM_015627	26119	3.1885288776523
NM_001013693	401944	-0.563558194795792
NM_178422	164091	1.92930105764488
NM_004455	2134	2.81693909415362
NM_000437	5051	2.21412230277833
NM_032588	84676	-4.12343500837843
NM_024869	79927	-0.082283157060217
NR_024498	646471	1.20917303901189
NM_015871	51042	4.71693217125365
NM_198137	378807	-4.59623308578746
NR_110698	101928303	2.09601191327061
NM_001039775	55057	0.437579448135571
NM_031286	83442	7.33657585584
NM_024674	79727	-0.715957828698989
NM_001803	1043	3.87393072907678
NM_005517	3151	6.27176508653314
NR_031740	100302190	5.75701023325205
NM_006142	2810	6.95966815876996
NM_022078	63906	1.66619591821072
NM_032283	84243	3.62592245479654
NM_021969	8431	-5.28233183718665
NM_018066	54707	2.51953466328593
NM_152365	126695	3.29552869087164
NM_052943	115572	3.23283576746855
NM_006600	10726	5.03382811337484
NM_001013642	388610	1.70257442022775
NR_033926	644961	1.20631082368757
NM_005281	2827	-0.610605483872265
NM_207397	388611	1.34256537944482
NM_001029882	27245	4.0914493090973
NM_177424	23673	2.82326201804332
NR_002997	677774	-2.51161842449587
NM_018053	55113	1.84433306159577
NM_014280	22826	4.87715922586838
NM_031459	83667	1.2553186152572
NR_004407	26824	-1.37127305696867
NR_024127	85028	3.34197308099488
NR_003077	692212	4.82772349432671
NR_002987	677838	4.60165031379042
NR_002976	677825	2.72031162350435
NR_003035	692073	1.3044499250644
NM_000911	4985	-3.22105212920847
NR_004404	26768	1.64140817023807
NM_005626	6429	4.86699045822475
NR_110790	101929406	-6.63197716783386
NM_002379	4146	-3.24537230329743
NR_034182	100129196	-0.511811523551316
NM_014654	9672	4.1989796274882
NM_006762	7805	5.5326399914188
NR_039616	100616164	2.79269743073683
NM_024522	79570	-0.820351088950319
NM_004814	9410	2.85283739561635
NM_004102	2170	0.720223915282623
NR_034112	149086	-4.77152259270748
NR_004054	692234	2.16527995126785
NR_003066	692200	1.11416547402369
NR_027085	284551	-1.24538810367461
NM_001525	3061	-5.22730149625983
NM_018056	55116	3.22003116842378
NR_049850	100847018	5.83253932936297
NM_001856	1307	4.7730546830248
NM_012316	23633	3.12707379175601
NM_175852	200081	3.39130480159846
NM_032648	84734	1.80634685500598
NR_026850	339483	2.00247224328215
NM_001099434	149069	-0.394709336615695
NM_003757	8668	5.90441266337224
NM_019118	56063	1.8339775431473
NM_004964	3065	4.83905486736201
NM_001167676	100128071	2.45539609429118
NM_052841	81629	1.73801591598374
NM_001145720	728116	-3.17839946879709
NM_178547	339487	0.585105051090478
NM_002143	3208	-1.72145356637671
NM_033504	113452	5.7035392294348
NM_003680	8565	4.04656162974893
NM_018207	55223	1.01706508981679
NM_001080438	127550	-2.85754862528066
NM_152493	149076	3.51468327528975
NM_145238	7579	-1.64849455725888
NM_005268	2709	2.09256651244048
NM_153212	127534	-2.01575762067088
NM_002060	2701	2.71867924673596
NM_001080418	58512	-0.810688219684803
NR_037869	653160	0.167182574001822
NM_001195156	100506144	3.38722196147642
NM_007167	9204	1.06783260544408
NR_037400	100500853	2.66766398247516
NR_125978	101929464	-3.95279087070144
NM_005066	6421	5.07159323910719
NM_005095	9202	2.27326748038503
NM_178548	339488	0.0310877016517119
NM_024874	79932	3.69271342346323
NM_152374	127703	2.11462047590926
NM_017629	192670	1.31576242825315
NM_012199	26523	1.10455654153273
NM_014466	27285	-1.26006408668472
NM_017825	54936	4.22909851335322
NM_005119	9967	4.39294940594375
NM_032881	84967	3.793947381989
NM_031280	64960	5.11371707459876
NM_000831	2899	-2.30648696335215
NR_038842	728431	1.14074512735514
NM_025079	80149	3.05134578499845
NR_106790	102465438	6.50266514401773
NM_024700	79753	1.5337204991553
NM_003462	7802	-0.280141849064604
NM_013285	29889	4.4471298304856
NM_024640	79693	2.59228623598535
NM_005955	4520	1.840454685632
NM_006802	10946	4.32440594098483
NM_002699	5453	-2.08857225682643
NM_016037	51118	3.57985053676415
NM_030772	81025	-3.54681608363337
NM_181809	353500	1.12608623769532
NR_003929	728448	1.90267816296441
NM_032526	84618	-6.389100227593
NM_014571	26508	1.9787623347937
NM_012090	23499	3.05366117701293
NM_015038	643314	1.10885913544421
NR_125979	101929516	-3.70302123437774
NR_002983	677834	0.595529486308298
NM_017646	54802	0.495339786334997
NM_001008740	127391	-5.39911998531796
NM_012421	6018	1.78954036027571
NM_001720	656	0.24852118159402
NM_022120	64064	-1.04024844282053
NM_005857	10269	2.93866360258742
NM_023070	65243	-0.186754156246421
NM_198494	339559	0.528237161834145
NM_001852	1298	4.66196258412532
NM_152373	127396	0.0450097426036128
NM_022774	64789	2.36968504951344
NM_014747	9783	0.0172381144379209
NM_133467	163732	6.19843414071591
NR_024567	100130557	0.771925659976288
NM_001291281	100132074	2.31883394939837
NR_037868	100507178	1.62808321665377
NM_033553	2980	-6.2474769281092
NM_007102	2981	-6.59907211562955
NM_173642	284716	-1.25206743312791
NM_001080850	728621	1.13596160746201
NM_006347	10465	4.19049547536754
NM_001242750	100129924	-3.75589945891964
NR_104171	339539	-2.95712378414104
NM_199342	374969	3.33730594181917
NM_001101376	440585	0.437904992217061
NM_006516	6513	5.44802456001424
NR_033967	440584	-0.0988872348805847
NM_144626	128218	3.31860494590162
NR_106791	102465439	3.07936770360287
NM_005373	4352	-0.0417754207596667
NM_001255	991	4.94368422919402
NM_004559	4904	7.12003577902226
NR_106792	102466723	5.62618703124341
NM_015284	23334	2.78519750896715
NR_106793	102465440	3.61747882565258
NM_014663	9682	3.17769335118979
NR_033827	100132774	1.77068127597101
NM_014652	9670	3.31579714426768
NM_173484	128209	-3.63058225628559
NR_125986	101929592	-3.12049643937908
NR_106727	102464830	1.76845030623423
NM_152499	149473	3.41233971184092
NM_001145636	339541	1.57169573839397
NM_018150	55182	4.46230954593229
NM_153274	266675	-1.32755552047109
NM_001136537	149478	0.945136483973794
NM_004073	1263	2.93722527278828
NM_001013632	343521	-0.990682264732434
NM_001012	6202	9.59228414234227
NR_000015	26811	5.73247980717233
NR_000024	94161	3.13659519569071
NR_001456	94162	6.69729219994964
NR_001457	94163	6.06081880659142
NM_020883	57643	-2.25719017270649
NR_024270	400752	-0.428486204926537
NM_024602	79654	3.90956746511677
NM_032756	84842	1.65859703807526
NM_015506	25974	1.2136949358912
NM_007170	10420	0.773097648139332
NM_025077	114034	1.580869533495
NM_016486	51249	3.44705044583782
NM_021639	60313	3.94143334065117
NR_026768	728963	3.28266693393307
NM_015112	23139	4.66085183441347
NM_001013615	541468	-1.34593297984019
NR_125987	101929626	-1.44129308024493
NM_005727	10103	0.756108159856208
NM_006369	10489	4.24976116315396
NR_121680	101929651	-6.44142057821152
NR_045483	729041	-1.41790367423195
NM_001441	2166	3.47846558163343
NR_002788	163720	-0.800467939337492
NM_000778	1579	-3.52524636687257
NR_038828	100130197	-3.90678497131386
NM_014774	9813	2.54771899643582
NM_178033	260293	1.7097038908501
NM_178134	199974	1.12215369754975
NM_001010969	284541	-5.89868039602196
NR_047498	100874253	-1.0570467413282
NM_005764	10158	5.1173298026035
NR_126355	102724077	-2.35271217155732
NM_004474	2306	-2.07882535255561
NM_012186	2301	-3.28099880956717
NR_026878	84793	0.563936026912247
NM_001194986	388630	-0.932140732299376
NR_026749	391037	-3.33906064726661
NM_032110	63950	-2.53491867852391
NR_038403	100507423	-4.35253439071245
NM_032785	84871	-2.70810758230426
NR_046839	100874313	-6.15208266672206
NM_001136508	284546	-6.20109869102523
NR_039617	100616189	1.89019610993322
NM_007051	11124	3.50743195266299
NM_014372	26994	3.40273445388808
NR_123731	102724097	-1.60332413585119
NM_002867	5865	0.512497926491773
NM_138417	112970	1.86276880761707
NR_126385	104355143	-3.42810623476311
NM_032864	84950	3.18021746618415
NM_032449	200014	3.09844359174606
NM_015696	2882	3.09391232743399
NM_001042693	348378	-0.0710472224245708
NM_023077	65260	2.50580878149529
NM_024646	79699	1.57841648635991
NM_001004339	440590	-0.412846963750303
NM_000098	1376	2.20478659606654
NR_039971	100616156	4.41461923302937
NR_039972	100616145	2.83787266794286
NR_031580	100313892	4.10443485466061
NM_147193	148979	-1.12852032650182
NM_016126	51668	1.22327261247094
NM_001276394	388633	-3.62414005757327
NM_002370	4116	4.11446405193078
NR_038953	100507564	-1.71158453932696
NM_201546	200008	-4.60412678953298
NM_001031672	606495	-0.358289319992619
NM_016491	51253	5.22790840295409
NM_176782	338094	-2.95649281802479
NR_103541	619518	0.366779600392013
NM_152268	25973	0.935003606521865
NM_057176	7809	-3.29096816567866
NM_182532	199964	1.16299309720411
NM_014762	1718	5.11650403996046
NR_039618	100616272	-1.29797175611324
NR_038320	100507634	-1.98784228647738
NM_015306	23358	1.95449984600794
NM_006252	5563	-0.762909288849591
NM_000562	731	-4.23915943795686
NM_003713	8613	2.38794351830951
NM_001004303	199920	-2.04750144392345
NM_145243	115209	2.0596889901473
NM_021080	1600	-2.89139618189882
NR_104364	101926890	-5.40013239828138
NM_001085487	114803	1.50502001953559
NM_002353	4070	6.48818685840119
NR_110626	101926925	-2.46805303505432
NR_027120	729467	-6.15338373663314
NM_002228	3725	6.25754187832995
NR_110627	101926944	-2.18431889999491
NM_000775	1573	1.4738210119094
NM_015888	51361	1.96082327372197
NR_039861	100616409	1.00631641684753
NR_110628	101926964	-0.772029185808906
NR_073400	414927	-5.4940043713811
NM_032027	83941	1.89258866053012
NR_104180	645030	-3.62717337677168
NM_181712	163782	2.26621353120726
NM_176877	10207	2.84652433265111
NR_036058	100422902	2.3219773568038
NR_038252	199899	-1.74787208628391
NM_013339	29929	1.25426779006564
NM_012183	27022	-1.38526598143036
NM_014495	27329	-4.44818950210779
NM_032437	84455	0.21965537161692
NR_002771	79469	-0.490537667481161
NM_152489	148581	-4.67141637134752
NR_119383	101927084	-3.27220652199756
NR_037443	100500854	1.18068349652937
NM_018211	55225	1.73604735034031
NM_002227	3716	3.85039883567979
NM_005478	10022	-5.12420542472156
NM_152665	200132	-2.80997683969192
NM_032291	84251	-1.99125357317746
NR_036060	100422871	2.73262870981879
NR_123718	101927139	-2.38663782828191
NM_144701	149233	-1.94412200831532
NM_001276351	400757	-2.93160325486658
NM_015139	23169	-0.271145008355771
NM_000329	6121	-5.27396209699475
NR_110671	101927220	-4.09201183114402
NM_017768	55631	1.55410355735865
NM_020794	57554	-5.744174926367
NM_018841	55970	3.03648143615488
NR_040077	100289178	-4.80216872300297
NM_004675	9077	-0.509075775645434
NR_031664	100302279	-1.36386043568463
NM_030816	81573	0.954158461563538
NR_125938	101927244	-6.48316791903042
NR_046217	100852410	-2.75746957095501
NM_173808	257194	-0.532456359939563
NM_001105659	127255	-3.39868427958196
NR_110676	101927295	-3.17257766945465
NM_001002912	127254	-1.06525122187827
NM_001256114	431707	-2.37574251445121
NM_001199327	100526835	-2.57303264917196
NM_015978	51086	-3.36375265483502
NR_130749	1744	-1.05157966020836
NM_002440	4438	-3.03058398023337
NR_125939	101927342	-5.77546564034866
NR_003042	692085	3.03671174299201
NR_002749	26805	1.38179927622915
NR_002748	26804	3.31053626442732
NR_038420	100132618	-2.23760701606125
NR_029707	406962	3.43964843355052
NM_005482	10026	1.05631721083875
NM_030965	81849	1.45608220503559
NM_015534	26009	0.901705490367039
NR_103535	374987	1.86146420181076
NM_007034	11080	1.43206855807248
NR_027310	149047	-6.57528335434297
NM_022159	64123	1.30526487843062
NM_006417	10561	4.23335075700327
NR_125943	101927434	-5.64612529169947
NM_006820	10964	3.3436091650019
NR_003927	391051	-3.6628978703193
NR_119375	101927587	-0.180078128630654
NR_119374	101927560	-0.769762609305927
NM_024686	79739	1.13287744336726
NM_058248	58511	-4.19208551545155
NR_125761	103695366	-4.52466482522533
NM_012152	23566	-0.32490747105603
NM_025065	80135	2.53724308758966
NM_005274	2787	5.40515236608724
NM_004388	1486	1.55461828325467
NM_153259	255231	0.956042051263486
NM_032184	84144	-0.133622322216211
NM_003921	8915	1.31636737941327
NR_045484	646626	-1.50347243214641
NM_001554	3491	5.71367440571447
NM_152890	255631	-0.629365623261499
NM_001285	1179	-6.47856858209774
NM_006536	9635	2.30679485255724
NM_001290053	101927844	-0.920115707993092
NR_038324	100505768	-6.34991242246773
NM_006769	8543	4.40904579061025
NR_107010	102465842	3.433829062851
NM_001514	2959	2.43100242730105
NR_110682	101927891	-4.36063237177029
NM_006256	5586	2.1149057916194
NM_018284	2635	2.1268149622201
NM_207398	388646	-2.11539942294975
NM_002053	2633	5.00638310026294
NM_004120	2634	3.3602079278559
NR_077244	729930	-6.53873576129856
NM_198460	163351	-0.462794326566568
NR_003133	400759	1.67690506061412
NM_052941	115361	2.57227874594841
NR_033981	400761	-2.64458126022849
NM_032270	84230	0.496431595106473
NR_002830	492303	-0.947681562398162
NM_020063	343472	-5.21387011494486
NM_001017975	164045	-4.62702555604404
NM_001287737	646817	-0.854610882015629
NM_173567	253152	-0.426913189935003
NM_183242	284697	-2.55376370778361
NM_001012425	388649	-6.26572816326833
NM_015237	23285	0.0471007489865921
NM_001242810	676	-1.46315833474425
NM_053274	11146	0.771012453720823
NM_024813	79871	1.07741304048132
NM_005665	7813	-0.377503133165723
NM_000969	6125	8.55044086406826
NR_000006	6083	2.03039818308099
NR_002444	26782	1.58515390902368
NM_001938	1810	2.36658328750209
NR_034089	100131564	2.48633551421807
NM_206886	343099	2.19517715079092
NM_014597	30836	3.85698707397615
NR_034091	100129046	-2.75948339699589
NR_030621	100126348	1.25905564846074
NM_000350	24	0.310308462700143
NM_002061	2730	1.64083471082502
NM_004815	9411	2.50080695818709
NR_104131	101928079	2.32973842693442
NR_033998	729970	-0.850185029927753
NR_033966	440594	-1.07626585300821
NR_110622	100996635	-0.988546843934311
NR_110693	101928241	-6.07739943046171
NM_001199691	100527978	-2.89932519827602
NR_046088	729987	0.0867237602843951
NR_046105	400765	-4.52541959512429
NR_039604	100616452	-0.345667298490786
NR_046590	100873932	-2.27312153231606
NR_046591	100873933	-5.26391570700495
NR_125951	101928270	-5.40360680086635
NM_017734	54873	2.7620913858241
NM_001013660	391059	0.878796088279751
NM_033055	64645	2.43700195093222
NM_019083	54482	1.6431254521249
NM_001918	1629	1.47522436119793
NM_022049	54112	0.379852989538105
NR_109849	102606465	0.741993103526426
NR_104626	101928370	-1.87533277305555
NM_001400	1901	1.36367026465672
NM_001286997	101928436	-3.87737261946163
NM_000699	279	0.111022645766487
NR_033990	100129138	-0.459021669994157
NR_125954	101928476	-4.03791176546149
NM_001008219	278	-5.66086968596964
NM_001008218	277	-1.87947977771845
NM_018137	55170	1.37784232007958
NM_017619	55599	4.33230455479778
NM_020978	280	2.42372107902618
NR_024438	648740	-1.92901985448937
NM_001143989	148545	-1.20231079460615
NR_046653	100873946	-3.28026480246025
NM_001010883	284611	1.27865019968006
NM_001144937	163479	-4.53990974867748
NM_007269	6814	2.87486503699006
NM_005645	6884	1.65103250973723
NM_020141	56900	2.4300303845667
NR_003023	677766	1.62213510719314
NM_001122961	127003	-2.21238995258208
NM_013296	29899	2.59234161996529
NM_001408	1952	2.86738815825638
NM_001040709	284612	-3.13240533714976
NM_153340	127002	2.20254898611573
NM_020703	57463	-1.29092533597379
NM_031936	83873	-4.43337430297985
NR_029583	406974	0.98216084666337
NM_006496	2773	2.86133327441799
NM_005272	2780	-3.98947329728237
NM_000851	2949	-0.172553041427106
NM_006492	257	0.880141148168656
NR_126382	104355139	-3.57823209790323
NM_203412	164153	-2.39147845282311
NM_001010898	388662	-0.574972868909864
NR_046546	100873974	-2.83609445491688
NR_036595	440600	-0.397027089006868
NM_006402	10542	4.42230685353976
NR_102697	101410535	-2.06159518546299
NM_032414	84432	-4.29756532612742
NM_001204269	3737	-4.33957647683246
NM_178454	128338	2.96653860145329
NR_003928	149620	-1.2053380036734
NM_002557	5016	0.480127384074166
NM_024102	79084	3.39426008297994
NM_001688	515	4.00660228754694
NR_034126	100129269	3.6516921679104
NM_001270945	643355	-4.75013246730435
NM_007204	11218	1.57724123858771
NR_125963	101928718	-2.81911587616137
NR_036210	100422976	1.42930569139913
NM_018704	55917	1.67025946745604
NM_006135	829	4.74699162148036
NM_005167	333926	2.03100768376596
NR_103746	100996702	0.45365661445656
NR_002796	246182	-1.9033368064258
NR_103777	100996251	2.27894008488687
NM_014813	9860	0.793518028465258
NM_006608	10745	0.602331656372625
NM_022836	64858	0.679515790704172
NM_005872	10286	3.06305364011229
NM_001172626	270	-3.92206112651386
NM_002524	4893	2.23400489890022
NM_001010922	440603	0.254208254213599
NM_002506	4803	0.740589691621725
NM_005725	10100	0.362784670176436
NM_001232	845	-1.53292676847036
NM_018420	55356	-0.72817814807887
NM_152367	126868	3.86977306022896
NM_001767	914	2.65865963594648
NM_020440	5738	2.7435103127808
NR_110786	101929099	-1.82285858932395
NM_003594	8458	1.81213172598002
NR_030640	100126331	-0.195986748221052
NM_017709	54855	-0.306605656465578
NM_006699	10905	2.91115634923841
NM_152380	6913	-0.604374879778103
NM_006784	10885	2.15242389436369
NM_206996	200162	-1.76236017204318
NM_000862	3283	-3.5438602350521
NR_033781	128102	-2.09580549325584
NR_036540	644242	-0.315097659369982
NM_001080470	90874	-0.201269549261138
NR_126447	104472716	1.08244510481625
NM_001047980	343505	2.53693014151462
NM_006623	26227	6.47012597410727
NR_027337	337875	0.71099793873417
NM_001100910	653820	1.36037947672055
NR_003955	647121	-1.61330793170643
NR_104189	100873165	-1.17062689374481
NR_120535	100996712	-3.92603718556946
NM_001271870	647135	2.75163327466229
NR_046228	100874392	2.03228478817776
NR_110761	102723769	1.34611619313227
NR_106967	102466225	3.64758725150113
NR_111930	100132057	0.133883451202199
NM_001123068	644591	1.25148422294356
NM_207418	728833	0.661752028915462
NM_001287385	554282	-0.128969102167642
NR_121645	101447996	-1.80243528452956
NR_024442	728989	0.888677558975021
NR_103466	644861	-3.02339165400996
NR_002305	171423	3.34648109419265
NR_038423	100289211	-5.8715059819731
NM_016361	51205	1.81111268317685
NM_004326	607	1.93006536167812
NR_111936	100034743	-0.96080721774637
NM_016334	51463	2.84462322134951
NM_001278267	100288142	2.13886983810534
NR_104217	101929780	0.409512036299747
NM_001278141	149013	-0.103199841884091
NM_001135789	653598	-2.44714475318695
NR_003242	767846	1.02154368784172
NM_004892	9554	2.31588944296306
NM_203458	388677	0.888311928926107
NM_006472	10628	2.93401637697864
NM_032305	84265	1.88931103371021
NM_001039888	284615	-2.38234390413976
NM_153713	128077	1.1398099911331
NM_005105	9939	1.83315134238734
NM_006099	10401	2.52437832408805
NM_001012758	200035	-0.496277219218795
NR_106794	102466191	4.26766368117921
NM_014455	27246	1.79683637042038
NR_111933	388692	0.678206568691648
NR_111934	644634	-0.166776628565507
NR_104086	101954277	3.83886244746845
NR_027484	100132417	0.768304254914245
NM_001123375	653604	-0.278256378244663
NM_003548	8370	1.3924893027
NM_000566	2209	0.726181491222373
NR_125392	101954268	1.89089923544071
NM_021059	126961	0.67413691500501
NM_001040874	723790	4.45709001028093
NR_036461	337873	1.46792594905893
NM_001005464	333932	0.673256757056068
NM_001034077	554313	1.39481480537759
NM_003517	8338	0.990789473229238
NM_003528	8349	3.06060877113846
NM_175065	317772	-3.04182435682548
NM_016074	51027	4.06744717387005
NM_005850	10262	5.3274921977675
NM_020205	56957	1.72231012394521
NM_012113	23632	-3.04275969879012
NM_004698	9129	4.18713952634775
NR_051960	100874054	-0.575169441986818
NR_106938	102465529	4.55749272939382
NM_018178	55204	2.57394769041665
NM_000396	1513	4.46417765963076
NM_003568	8416	0.471022890672886
