PROBEID	ENTREZID	Coverage	Specificity	Cov_Spec
8047606	65065	1	0.9333533654	0.9333533654
8047635	6136	0.1111111111	0.5268943743	0.0585438194
8047641	57404	0.5	0.8671153846	0.4335576923
8047659	10152	1	0.7284709193	0.7284709193
8047677	940	0.0170212766	0.7411242604	0.012614881
8047690	55529	1	0.3038461538	0.3038461538
8047692	1493	0.1818181818	0.7474587912	0.1359015984
8047702	29851	1	0.785042735	0.785042735
8047709	117583	1	0.6423076923	0.6423076923
8047738	8828	0.8888888889	0.7606275304	0.6761133603
8047771	619569	0.75	0.9634615385	0.7225961538
8047778	26798	1	0.501	0.501
8047780	619569	0.25	0.4624615385	0.1156153846
8047784	57683	1	0.8028846154	0.8028846154
8047788	8745	0.0833333333	0.7973474801	0.0664456233
8047815	22868	0.75	0.8430288462	0.6322716346
8047829	130749	1	0.8758741259	0.8758741259
8047839	1385	1	0.8332640333	0.8332640333
8047852	53938	1	0.2352307692	0.2352307692
8047854	151195	1	0.5558431953	0.5558431953
8047865	200576	1	0.8404664484	0.8404664484
8047910	5746	0.0434782609	0.9013027295	0.0391870752
8047926	4133	0.2857142857	0.7432417582	0.2123547881
8047952	285175	1	0.5283498759	0.5283498759
8047965	285175	1	0.6644562334	0.6644562334
8048014	6120	0.8888888889	0.1133484163	0.1007541478
8048026	102723962	0.1363636364	0.7330685619	0.0999638948
8048075	7745	1	0.2737762238	0.2737762238
8048081	79582	1	0.5373150888	0.5373150888
8048108	124056	1	0.2653846154	0.2653846154
8048112	402117	1	0.9634615385	0.9634615385
8048114	2029	0.6	0.1064102564	0.0638461538
8048116	26778	0.25	0.2698717949	0.0674679487
8048120	471	0.0067114094	0.7707692308	0.0051729479
8048139	2335	0.1428571429	0.3372115385	0.0481730769
8048141	92691	1	0.8831730769	0.8831730769
8048146	7520	0.3	0.5980106101	0.179403183
8048173	64946	1	0.1486153846	0.1486153846
8048175	50485	1	0.7330685619	0.7330685619
8048195	415	0.0138408304	0.0651821862	0.0009021756
8048211	285180	1	0.5384049774	0.5384049774
8048227	3579	0.4	0.8430288462	0.3372115385
8048234	10109	1	0.6423076923	0.6423076923
8048249	151306	1	0.793974359	0.793974359
8048257	25953	1	0.6273703041	0.6273703041
8048272	375307	1	0.6312334218	0.6312334218
8048283	6556	0.625	0.6021634615	0.3763521635
8048317	407017	1	0.4917692308	0.4917692308
8048319	7429	0.1	0.7842128801	0.078421288
8048340	9125	0.4615384615	0.7225961538	0.3335059172
8048350	84812	1	0.4817307692	0.4817307692
8048368	51377	0.7777777778	0.2418269231	0.1880876068
8048370	617	0.037593985	0.7570054945	0.0284588532
8048381	27148	1	0.7527043269	0.7527043269
8048411	9654	0.4285714286	0.8920940171	0.3823260073
8048445	7475	0.1111111111	0.6670118343	0.074112426
8048452	80326	1	0.8637931034	0.8637931034
8048460	8941	1	0.9032451923	0.9032451923
8048468	79137	1	0.5928994083	0.5928994083
8048478	130617	1	0.6690705128	0.6690705128
8048489	55139	1	0.7169946333	0.7169946333
8048505	8576	0.3333333333	0.7367647059	0.2455882353
8048523	3300	0.5	0.7811850312	0.3905925156
8048541	1674	0.3333333333	0.7367647059	0.2455882353
8048551	10290	0.9444444444	0.7870530878	0.7433279162
8048595	29926	0.75	0.7551455301	0.5663591476
8048611	55515	1	0.6917159763	0.6917159763
8048628	130612	1	0.7781804734	0.7781804734
8048639	3623	0.1428571429	0.6551538462	0.0935934066
8048647	114790	1	0.6511639676	0.6511639676
8048673	6508	0.2352941176	0.7641246684	0.1797940396
8048703	84298	1	0.5928994083	0.5928994083
7900129	79729	1	0.6845647773	0.6845647773
7900144	154807	1	0.1450320513	0.1450320513
7900146	80149	0.6666666667	0.4954945055	0.3303296703
7900157	57562	1	0.0516025641	0.0516025641
7900159	7802	0.5	0.7914148352	0.3957074176
7900167	55143	1	0.677991453	0.677991453
7900183	149175	1	0.6744230769	0.6744230769
7900192	127687	1	0.6423076923	0.6423076923
7900197	100316868	1	0.1092760181	0.1092760181
7900201	51118	1	0.5161401099	0.5161401099
7900212	5613	0.0555555556	0.0438461538	0.0024358974
7900216	79647	1	0.6066239316	0.6066239316
7900235	23499	0.9444444444	0.7678716021	0.7252120686
7900340	353500	0.3333333333	0.6423076923	0.2141025641
7900352	64064	1	0.8152366864	0.8152366864
7900354	10450	1	0.6670118343	0.6670118343
7900365	84879	1	0.8430288462	0.8430288462
7900382	10487	1	0.6423076923	0.6423076923
7900395	6018	0.5	0.835	0.4175
7900405	79612	0.8	0.1486153846	0.1188923077
7900407	3433	0.3333333333	0.2476923077	0.0825641026
7900413	10269	1	0.8152366864	0.8152366864
7900426	64744	1	0.7411242604	0.7411242604
7900438	65243	1	0.79590301	0.79590301
7900446	339559	1	0.7769851117	0.7769851117
7900454	64789	1	0.7769851117	0.7769851117
7900461	127396	1	0.8564102564	0.8564102564
7900468	4802	0.6956521739	0.6623798077	0.4607859532
7900488	407034	1	0.3468461538	0.3468461538
7900490	407031	1	0.5780769231	0.5780769231
7900510	1503	0.2173913043	0.7989681051	0.1736887185
7900540	284716	1	0.677991453	0.677991453
7900546	79717	1	0.9277777778	0.9277777778
7900555	728621	1	0.5780769231	0.5780769231
7900576	10465	1	0.6569055944	0.6569055944
7900585	4904	0.0322580645	0.7005982906	0.0225999449
7900597	79078	1	0.7627403846	0.7627403846
7900609	114625	1	0.6249480249	0.6249480249
7900624	51058	1	0.8430288462	0.8430288462
7900635	440585	1	0.5864548495	0.5864548495
7900639	149465	1	0.8671153846	0.8671153846
7900654	128218	1	0.8702233251	0.8702233251
7900658	7075	0.375	0.8207264957	0.3077724359
7900683	4352	0.1666666667	0.7006993007	0.1167832168
7900699	991	0.0060240964	0.5352564103	0.0032244362
7900710	23334	1	0.6587771203	0.6587771203
7900792	5792	0.5	0.6166153846	0.3083076923
7900833	9682	0.6666666667	0.7707692308	0.5138461538
7900857	6487	0.8571428571	0.7707692308	0.6606593407
7900876	9790	0.125	0.4328296703	0.0541037088
7900878	9048	0.2	0.5161401099	0.103228022
7900911	1802	0.75	0.8602335165	0.6451751374
7900922	533	0.0105633803	0.7225961538	0.007633058
7900931	8704	1	0.8466783217	0.8466783217
7900944	149473	1	0.5849587912	0.5849587912
7900957	128209	1	0.6670118343	0.6670118343
7900962	55929	1	0.7006993007	0.7006993007
7900979	55182	1	0.7322307692	0.7322307692
7900999	339541	1	0.7493589744	0.7493589744
7901010	11004	1	0.6881868132	0.6881868132
7901036	747	0.0136986301	0.0556923077	0.0007629083
7901038	6202	0.5	0.5315488565	0.2657744283
7901046	26811	0.2	0.4994615385	0.0998923077
7901048	94161	1	0.2007211538	0.2007211538
7901050	94162	1	0.3468461538	0.3468461538
7901052	6202	0.1666666667	0.4591137124	0.0765189521
7901073	7389	1	0.8893491124	0.8893491124
7901087	84842	1	0.8093076923	0.8093076923
7901091	114034	1	0.6824519231	0.6824519231
7901102	25974	1	0.5558431953	0.5558431953
7901123	4678	0.5	0.8831730769	0.4415865385
7901135	51249	1	0.4817307692	0.4817307692
7901140	23139	1	0.6559738134	0.6559738134
7901175	10103	1	0.6958333333	0.6958333333
7901187	541468	1	0.4002218935	0.4002218935
7901192	8438	0.6	0.8028846154	0.4817307692
7901212	7388	1	0.8583916084	0.8583916084
7901219	387338	1	0.8113360324	0.8113360324
7901227	11168	1	0.2476923077	0.2476923077
7901247	127343	1	0.7065384615	0.7065384615
7901272	260293	1	0.7527043269	0.7527043269
7901293	284541	1	0.3211538462	0.3211538462
7901299	51727	1	0.785042735	0.785042735
7901309	2301	0.0256410256	0.6537774725	0.0167635249
7901311	2306	0.0303030303	0.785042735	0.0237891738
7901316	200010	1	0.8072245322	0.8072245322
7901336	55437	1	0.6307223265	0.6307223265
7901338	657	0.0119047619	0.0990769231	0.0011794872
7901340	1000	0.0197368421	0.0657692308	0.0012980769
7901342	1996	0.4736842105	0.8152366864	0.3861647462
7901357	6187	0.25	0.1991346154	0.0497836538
7901376	26994	1	0.7309018568	0.7309018568
7901383	147183	1	0.2064102564	0.2064102564
7901385	114883	1	0.7707692308	0.7707692308
7901416	100506368	1	0.1935096154	0.1935096154
7901418	91408	1	0.8196613088	0.8196613088
7901426	9372	1	0.6234162896	0.6234162896
7901445	81579	1	0.1566105769	0.1566105769
7901447	84950	0.5	0.6423076923	0.3211538462
7901460	2882	0.0384615385	0.8602335165	0.0330859045
7901477	56913	1	0.0743076923	0.0743076923
7901479	79699	1	0.7030665281	0.7030665281
7901497	440590	1	0.7493589744	0.7493589744
7901513	6342	0.75	0.8609656301	0.6457242226
7901535	127435	1	0.7352732794	0.7352732794
7901549	1376	0.0833333333	0.7828125	0.065234375
7901557	63948	1	0.7982967033	0.7982967033
7901565	1733	0.6666666667	0.5620192308	0.3746794872
7901577	115353	1	0.7148263027	0.7148263027
7901592	127428	1	0.8970159151	0.8970159151
7901601	51253	1	0.6924879808	0.6924879808
7901613	26027	1	0.7322307692	0.7322307692
7901634	374977	1	0.6423076923	0.6423076923
7901662	7268	1	0.7121237458	0.7121237458
7901675	163747	1	0.8602335165	0.8602335165
7901687	199964	1	0.6644562334	0.6644562334
7901691	7809	0.25	0.5849587912	0.1462396978
7901696	255738	1	0.6338562753	0.6338562753
7901712	23635	1	0.1032051282	0.1032051282
7901720	5563	0.04	0.7914148352	0.0316565934
7901732	731	0.0079365079	0.7707692308	0.0061172161
7901744	138881	1	0.1981538462	0.1981538462
7901746	9223	0.5789473684	0.1036923077	0.0600323887
7901765	51361	1	0.7828125	0.7828125
7901788	4774	0.2105263158	0.7432417582	0.1564719491
7901804	10207	1	0.6907837446	0.6907837446
7901854	56145	1	0.190224359	0.190224359
7901856	10542	0.5	0.2223443223	0.1111721612
7901858	80028	0.3333333333	0.1128205128	0.0376068376
7901867	7398	0.375	0.7570054945	0.2838770604
7901883	27329	1	0.8671153846	0.8671153846
7901895	84938	1	0.8258241758	0.8258241758
7901915	29929	1	0.8152366864	0.8152366864
7901931	84455	1	0.7493589744	0.7493589744
7901948	79469	1	0.7707692308	0.7707692308
7901951	5236	0.4285714286	0.7761217949	0.3326236264
7901967	30833	1	0.288974359	0.288974359
7901969	4919	0.2	0.7084276018	0.1416855204
7901982	148581	1	0.7527043269	0.7527043269
7901993	57685	1	0.7769851117	0.7769851117
7902023	55225	1	0.8366902834	0.8366902834
7902038	100507855	1	0.7225961538	0.7225961538
7902043	9829	0.3	0.5352564103	0.1605769231
7902074	3953	0.3333333333	0.4014423077	0.1338141026
7902104	5142	0.2619047619	0.8093076923	0.2119615385
7902127	84251	1	0.650987526	0.650987526
7902158	200132	1	0.7707692308	0.7707692308
7902166	57708	1	0.6193681319	0.6193681319
7902189	149233	1	0.7367647059	0.7367647059
7902205	3595	0.5333333333	0.785042735	0.4186894587
7902227	1647	0.1764705882	0.7322307692	0.1292171946
7902235	57554	1	0.6155448718	0.6155448718
7902267	5300	0.1428571429	0.2525412088	0.0360773155
7902269	9295	0.0555555556	0.6837468983	0.0379859388
7902282	11147	1	0.7225961538	0.7225961538
7902290	1491	0.1071428571	0.7707692308	0.0825824176
7902306	26973	1	0.252991453	0.252991453
7902308	8790	0.6	0.5558431953	0.3335059172
7902317	100526835	0.3333333333	0.2455882353	0.0818627451
7902345	127253	1	0.6670118343	0.6670118343
7902353	431707	1	0.8028846154	0.8028846154
7902367	34	0.0015249714	0.9050699301	0.0013802058
7902382	5876	0.0666666667	0.8946428571	0.0596428571
7902396	692085	0.25	0.1313811189	0.0328452797
7902398	26805	0.25	0.6824519231	0.1706129808
7902400	26804	0.25	0.2562217195	0.0640554299
7902402	4438	0.1666666667	0.7136752137	0.1189458689
7902425	256435	1	0.8466783217	0.8466783217
7902435	7167	0.4285714286	0.6662587413	0.2855394605
7902439	9645	0.4117647059	0.2580128205	0.1062405732
7902441	81849	1	0.5780769231	0.5780769231
7902448	6139	0.5714285714	0.0642307692	0.0367032967
7902452	26289	1	0.6551538462	0.6551538462
7902474	3106	0.2857142857	0.0774038462	0.0221153846
7902476	374986	1	0.7049718574	0.7049718574
7902495	91624	1	0.7225961538	0.7225961538
7902512	11080	1	0.4446745562	0.4446745562
7902518	54810	0.375	0.8028846154	0.3010817308
7902527	5737	0.375	0.5187869822	0.1945451183
7902541	10964	1	0.7309018568	0.7309018568
7902553	10561	1	0.6526674938	0.6526674938
7902565	23266	0.8125	0.8028846154	0.65234375
7902592	10620	1	0.6592105263	0.6592105263
7902594	5567	0.3695652174	0.8430288462	0.3115541388
7902611	4738	0.25	0.1159188034	0.0289797009
7902615	677794	1	0.3431438127	0.3431438127
7902617	148418	1	0.8946428571	0.8946428571
7902623	58511	0.5	0.8758741259	0.4379370629
7902634	80135	1	0.7298951049	0.7298951049
7902660	126820	1	0.8080645161	0.8080645161
7902685	3659	0.125	0.1733846154	0.0216730769
7902687	3491	0.0357142857	0.8920940171	0.0318605006
7902700	26769	0.1666666667	0.1609230769	0.0268205128
7902702	9635	0.1666666667	0.7781804734	0.1296967456
7902721	1179	0.5	0.6937869822	0.3468934911
7902738	22802	1	0.4563765182	0.4563765182
7902771	51100	1	0.8305702918	0.8305702918
7902787	55758	0.8333333333	0.0571906355	0.0476588629
7902789	9653	0.5	0.8258241758	0.4129120879
7902810	8543	0.2222222222	0.8128205128	0.1806267806
7902822	5586	0.037037037	0.7527043269	0.027877938
7902850	163351	1	0.5547202797	0.5547202797
7902861	23507	1	0.7540133779	0.7540133779
7902874	84230	1	0.5384049774	0.5384049774
7902883	55144	1	0.7225961538	0.7225961538
7902891	284695	1	0.7049718574	0.7049718574
7902909	3937	0.0909090909	0.1036923077	0.0094265734
7902911	6310	0.2857142857	0.1548076923	0.0442307692
7902913	8317	0.6666666667	0.6423076923	0.4282051282
7902934	676	0.0506329114	0.6215880893	0.0314728146
7902977	23285	1	0.7225961538	0.7225961538
7902984	388649	1	0.6043846154	0.6043846154
7902992	79871	1	0.7811850312	0.7811850312
7903010	6083	0.125	0.4817307692	0.0602163462
7903022	6083	0.125	0.5395384615	0.0674423077
7903032	22823	0.8	0.8113360324	0.6490688259
7903049	343099	1	0.5950791855	0.5950791855
7903079	1810	1	0.7973474801	0.7973474801
7903092	54874	1	0.7386538462	0.7386538462
7903109	7099	0.5	0.1578461538	0.0789230769
7903119	5825	0.5	0.8863846154	0.4431923077
7903144	126969	1	0.7842128801	0.7842128801
7903162	148534	1	0.9169070513	0.9169070513
7903171	25950	0.8	0.8478461538	0.6782769231
7903183	102724204	0.25	0.4274725275	0.1068681319
7903188	58155	1	0.8430288462	0.8430288462
7903214	9890	0.5	0.7973474801	0.3986737401
7903227	54873	1	0.5547202797	0.5547202797
7903239	178	0.04375	0.79590301	0.0348207567
7903281	23443	1	0.7225961538	0.7225961538
7903294	64645	0.6666666667	0.8602335165	0.573489011
7903308	54482	1	0.5352564103	0.5352564103
7903321	8634	0.6	0.7570054945	0.4542032967
7903334	8556	0.5555555556	0.6936923077	0.3853846154
7903355	54112	1	0.7040680473	0.7040680473
7903358	7412	0.25	0.8970159151	0.2242539788
7903369	148867	1	0.7948557692	0.7948557692
7903389	51611	1	0.3400452489	0.3400452489
7903391	81566	1	0.0990769231	0.0990769231
7903393	1901	0.1111111111	0.7225961538	0.0802884615
7903404	55599	1	0.1926923077	0.1926923077
7903407	648740	1	0.2408653846	0.2408653846
7903425	276	0.0065359477	0.0301081731	0.0001967854
7903440	276	0.0065359477	0.0301081731	0.0001967854
7903457	55170	1	0.6936923077	0.6936923077
7903461	22854	0.8333333333	0.6021634615	0.5018028846
7903474	4697	0.5714285714	0.3980769231	0.2274725275
7903490	653149	1	0.0175174825	0.0175174825
7903507	284611	1	0.7570054945	0.7570054945
7903519	55119	0.5	0.6744230769	0.3372115385
7903530	163479	1	0.793438914	0.793438914
7903541	6814	0.1666666667	0.7989681051	0.1331613508
7903561	642864	1	0.7707692308	0.7707692308
7903565	29899	1	0.7606275304	0.7606275304
7903582	6139	0.5714285714	0.0656905594	0.0375374625
7903586	56900	1	0.7570054945	0.7570054945
7903592	57535	0.375	0.7148263027	0.2680598635
7903619	6301	0.2222222222	0.7493589744	0.1665242165
7903632	1952	0.5	0.7828125	0.39140625
7903667	284612	1	0.677991453	0.677991453
8048712	440934	1	0.523021978	0.523021978
8048717	130367	1	0.8671153846	0.8671153846
8048723	311	0.0058479532	0.0258012821	0.0001508847
8048725	116255	1	0.7136752137	0.7136752137
8048733	2181	0.4	0.7340659341	0.2936263736
8048749	23704	1	0.6423076923	0.6423076923
8048752	65080	1	0.8430288462	0.8430288462
8048763	57624	1	0.8258241758	0.8258241758
8048772	84236	1	0.6744230769	0.6744230769
8048782	1285	0.1666666667	0.5020855905	0.0836809317
8048835	56947	1	0.7781804734	0.7781804734
8048870	164781	1	0.9067873303	0.9067873303
8048885	5110	0.0847457627	0.0516025641	0.0043730987
8048898	11262	1	0.5720552885	0.5720552885
8048926	93349	1	0.396719457	0.396719457
8048940	6672	0.2	0.6109756098	0.122195122
8048980	51719	1	0.677991453	0.677991453
8048995	81618	1	0.8207264957	0.8207264957
8049007	130560	1	0.6085020243	0.6085020243
8049016	5707	0.4	0.8602335165	0.3440934066
8049042	23428	0.8	0.1238461538	0.0990769231
8049044	80210	1	0.793438914	0.793438914
8049073	6234	0.0909090909	0.6805769231	0.0618706294
8049075	93010	0.1333333333	0.7099190283	0.0946558704
8049088	64708	0.7777777778	0.8466783217	0.6585275835
8049097	129563	1	0.6537774725	0.6537774725
8049128	251	0.004950495	0.2964497041	0.0014675728
8049137	248	0.00456621	0.4817307692	0.0021996839
8049180	9470	1	0.3705621302	0.3705621302
8049187	80303	1	0.7136752137	0.7136752137
8049195	114044	1	0.0844405594	0.0844405594
8049199	26058	1	0.5635341074	0.5635341074
8049239	389084	1	0.6066239316	0.6066239316
8049243	4759	0.0833333333	0.501	0.04175
8049271	55054	0.8571428571	0.7493589744	0.6423076923
8049297	677775	1	0.501	0.501
8049299	677772	1	0.6936923077	0.6936923077
8049301	6295	0.5	0.8671153846	0.4335576923
8049317	8527	0.75	0.8784502262	0.6588376697
8049349	54578	1	0.0425056561	0.0425056561
8049375	339766	1	0.6193681319	0.6193681319
8049394	79054	1	0.6690705128	0.6690705128
8049435	23677	1	0.5505494505	0.5505494505
8049448	116987	1	0.521875	0.521875
8049471	57007	1	0.4215144231	0.4215144231
8049478	10920	1	0.9557692308	0.9557692308
8049487	79083	1	0.5849587912	0.5849587912
8049509	51052	1	0.5558431953	0.5558431953
8049512	9208	0.0408163265	0.6744230769	0.0275274725
8049528	9208	0.0204081633	0.9634615385	0.0196624804
8049530	9208	0.0204081633	0.9634615385	0.0196624804
8049532	9208	0.0204081633	0.9634615385	0.0196624804
8049534	9208	0.0204081633	0.9634615385	0.0196624804
8049536	9208	0.0204081633	0.5395384615	0.011010989
8049538	9208	0.0204081633	0.0385384615	0.0007864992
8049540	9208	0.0204081633	0.7707692308	0.0157299843
8049542	9208	0.0204081633	0.7322307692	0.0149434851
8049544	9208	0.0204081633	0.7225961538	0.0147468603
8049552	375316	1	0.7432417582	0.7432417582
8049567	10267	1	0.6066239316	0.6066239316
8049574	140739	1	0.5887820513	0.5887820513
8049582	51540	1	0.5928994083	0.5928994083
8049598	339768	1	0.6924879808	0.6924879808
8049610	377007	1	0.6322716346	0.6322716346
8049620	151176	1	0.6976790451	0.6976790451
